layer,module,module_path,raw_grad_norm,mean_batch_grad_norm,normalized_grad_norm,relative_grad_norm,parameter_count,weight_norm,batches
0,k_proj,base_model.model.model.language_model.layers.0.self_attn.k_proj,2.91648936282012,2.6836650489131304,0.015190048764688125,1.2434596462274754,36864,2.345463619721955,32
0,o_proj,base_model.model.model.language_model.layers.0.self_attn.o_proj,13.51852084249101,12.377117002091596,0.05280672204098051,5.645793923038105,65536,2.3944410700720016,32
0,q_proj,base_model.model.model.language_model.layers.0.self_attn.q_proj,2.3004215967343473,2.097615279507902,0.008986021862243544,0.9768058922867358,65536,2.3550447585323275,32
0,v_proj,base_model.model.model.language_model.layers.0.self_attn.v_proj,30.922977435417355,28.344666284577624,0.16105717414279871,13.087008101088646,36864,2.3628760062303265,32
1,k_proj,base_model.model.model.language_model.layers.1.self_attn.k_proj,0.7794433109837039,0.7197278568452974,0.0040596005780401245,0.33245791529118873,36864,2.344487152007445,32
1,o_proj,base_model.model.model.language_model.layers.1.self_attn.o_proj,12.71250441503637,11.400599724955025,0.04965822037123582,5.289762928404327,65536,2.4032276279848035,32
1,q_proj,base_model.model.model.language_model.layers.1.self_attn.q_proj,0.6346315855629933,0.5740167379573912,0.0024790296311054424,0.26922892000850385,65536,2.3572192227442677,32
1,v_proj,base_model.model.model.language_model.layers.1.self_attn.v_proj,7.561808921822303,6.712060312233927,0.0393844214678245,3.1802424546128947,36864,2.3777460460131996,32
10,k_proj,base_model.model.model.language_model.layers.10.self_attn.k_proj,2.3262726703511083,2.1848361307352144,0.012116003491412022,0.9972916994606614,36864,2.3325900251733436,32
10,o_proj,base_model.model.model.language_model.layers.10.self_attn.o_proj,12.306524421696361,11.68312759055585,0.04807236102225141,5.104986946518954,65536,2.4106867560323475,32
10,q_proj,base_model.model.model.language_model.layers.10.self_attn.q_proj,2.10041771153429,1.9733588535361566,0.00820475668568082,0.8987555162960145,65536,2.337029006719995,32
10,v_proj,base_model.model.model.language_model.layers.10.self_attn.v_proj,9.85883444973061,9.311677210923985,0.051348096092346925,4.132422028149785,36864,2.385727881268842,32
11,k_proj,base_model.model.model.language_model.layers.11.self_attn.k_proj,3.0238712862331845,2.812008722265524,0.015749329615797836,1.3031021333720445,36864,2.3205174857683586,32
11,o_proj,base_model.model.model.language_model.layers.11.self_attn.o_proj,13.507116717932263,12.799270486150242,0.0527621746794229,5.59761155236792,65536,2.4130142993242965,32
11,q_proj,base_model.model.model.language_model.layers.11.self_attn.q_proj,2.719704277484037,2.5152248851436037,0.01062384483392202,1.1646769471264085,65536,2.3351576453824054,32
11,v_proj,base_model.model.model.language_model.layers.11.self_attn.v_proj,8.431342245321739,7.872768846703402,0.04391324086105072,3.5777272222424017,36864,2.356619641905979,32
